Unnamed: 0,id,types,internationalPhoneNumber,formattedAddress,rating,googleMapsUri,websiteUri,userRatingCount,primaryType,shortFormattedAddress,location.latitude,location.longitude,regularOpeningHours.weekdayDescriptions,displayName.text,displayName.languageCode,primaryTypeDisplayName.text,priceRange.startPrice.units,priceRange.endPrice.units,priceLevel
2959,ChIJD6lc2AsnWhQRdvrW_xKN270,"['cafe', 'coffee_shop', 'food_store', 'store', 'point_of_interest', 'food', 'establishment']",+20 10 29221839,"Aziz st, Qism Bani Sweif, Beni Suef, Beni Suef Governorate 62521, Egypt",4.3,https://maps.google.com/?cid=13680683405809220214,,62.0,cafe,"Aziz st, Qism Bani Sweif, Beni Suef",29.076745000000003,31.1016457,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Mazag coffe,en,Cafe,1.0,100.0,
2960,ChIJV3h2y9AVSRQR_wbQEVBkxss,"['restaurant', 'point_of_interest', 'food', 'establishment']",+20 10 10109543,"Al Qarnah, Luxor, Luxor Governorate 1345179, Egypt",4.3,https://maps.google.com/?cid=14683533930147088127,https://www.facebook.com/africarestrauant/,547.0,restaurant,"Al Qarnah, Luxor",25.704488,32.6336851,"['Monday: 6:30\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 6:30\u2009–\u200911:30\u202fAM', 'Sunday: 6:30\u202fAM\u2009–\u200911:30\u202fPM']",مطعم افريقيا Africa Resturant,en,Restaurant,,,PRICE_LEVEL_MODERATE
2961,ChIJXdUs54ed-RQRwLMpHMSrVLE,"['coffee_shop', 'cafe', 'food_store', 'store', 'point_of_interest', 'food', 'establishment']",,"بجوار فندق اركان داخل بودا لاونج، El-Shaheed Atef El-Sadat, El Sharq, Port Said Governorate 8575001, Egypt",5.0,https://maps.google.com/?cid=12778026901531374528,,3.0,coffee_shop,"بجوار فندق اركان داخل بودا لاونج, El-Shaheed Atef El-Sadat, El Sharq",31.270749,32.307801999999995,,Libra cafe port said,ar,Coffee Shop,,,
2962,ChIJESN8Bcvw-RQRN4B0_HAV2BU,"['seafood_restaurant', 'casino', 'restaurant', 'point_of_interest', 'food', 'establishment']",+20 10 68870887,"Ras El-Bar City, Damietta Desert, Damietta Governorate 8071223, Egypt",4.1,https://maps.google.com/?cid=1574031644782002231,,1424.0,seafood_restaurant,"Ras El-Bar City, Damietta Desert",31.5207201,31.836997,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Sea Door,en,Seafood Restaurant,,,PRICE_LEVEL_EXPENSIVE
2963,ChIJi9AKBUldTxQRswb82WHIm0o,"['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 10 22412361,"HP6G+Q5H, Akhmim, Sohag Governorate 1821454, Egypt",4.2,https://maps.google.com/?cid=5376110902791374515,,93.0,japanese_restaurant,"HP6G+Q5H, Akhmim",26.5619402,31.7254926,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']",Fantastic Cafe & Restaurant,en,Japanese Restaurant,1.0,100.0,
2964,ChIJpURkrmW39xQRgdA2cBPxHZ4,"['restaurant', 'point_of_interest', 'food', 'establishment']",,"V36F+J77, Tanta - Al Mahallah Al Kubra Rd, Shabshir Al Hessah, Tanta, Gharbia Governorate 6647794, Egypt",4.1,https://maps.google.com/?cid=11393527698106536065,,76.0,restaurant,"V36F+J77, Tanta - Al Mahallah Al Kubra Rd, Shabshir Al Hessah, Tanta",30.8615479,31.073167100000003,,مالك المشويات,ar,Restaurant,100.0,200.0,
2965,ChIJMcWfj5RZ-BQRl11k5lnIpnA,"['art_gallery', 'point_of_interest', 'establishment']",+20 10 98834750,"الشارع الجديد، Ismailia, Ismailia Governorate 8356502, Egypt",,https://maps.google.com/?cid=8117395666824879511,,,art_gallery,"الشارع الجديد, Ismailia",30.581637,32.2661352,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: Closed', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",Elrawda Kitchen,ar,Art Gallery,,,
2966,ChIJKVefiMZHWBQR2nVF_E4hcd0,"['tourist_attraction', 'point_of_interest', 'establishment']",+20 11 13110887,"Montazah Al Giza, Zamalek, Giza Governorate 4270002, Egypt",4.1,https://maps.google.com/?cid=15956571577873954266,,22.0,tourist_attraction,"Montazah Al Giza, Zamalek",30.036176,31.2243087,"['Monday: 5:00\u2009–\u200911:00\u202fPM', 'Tuesday: 5:00\u2009–\u200911:00\u202fPM', 'Wednesday: 5:00\u2009–\u200911:00\u202fPM', 'Thursday: 5:00\u2009–\u200911:00\u202fPM', 'Friday: 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u2009–\u200911:00\u202fPM', 'Sunday: 5:00\u2009–\u200911:00\u202fPM']",Nile Fountain - Deutschland Technology,en,Tourist Attraction,,,
2967,ChIJS-gqZ6AlVhQRHEMK4FsXJCg,"['coffee_shop', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",+20 10 99187572,"الملاحة الجديدة امام الباب الجانبي لمسجد المحروسة, Suez, Suez Governorate 43511, Egypt",4.7,https://maps.google.com/?cid=2892462544046932764,,16.0,coffee_shop,"الملاحة الجديدة امام الباب الجانبي لمسجد المحروسة, Suez",29.9655012,32.5395389,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",Respresso specialty coffee,en,Coffee Shop,1.0,100.0,
2968,ChIJD6PQV4YVSRQReCpnXxnj790,"['lebanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 95 2366999,"Khaled Ibn Al Walid, Gazirat Al Awameyah, Luxor, Luxor Governorate 85111, Egypt",4.5,https://maps.google.com/?cid=15992250499930204792,https://www.steigenberger.com/en/hotels/all-hotels/egypt/luxor/steigenberger-nile-palace/restaurants-bars?utm_source=google&utm_medium=mybusiness&utm_campaign=2021mybusiness&utm_content=eltarboush,128.0,lebanese_restaurant,"Khaled Ibn Al Walid, Gazirat Al Awameyah, Luxor",25.6876622,32.6310843,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']",el Tarboush,en,Lebanese Restaurant,,,
2969,ChIJI9rzOJZBWBQRLs8pMiSh53w,"['art_gallery', 'point_of_interest', 'establishment']",+20 11 58920678,"Shobra, Borham, El Sahel, Cairo Governorate 4351051, Egypt",,https://maps.google.com/?cid=9000339557155721006,,,art_gallery,"Shobra, Borham, El Sahel",30.085551,31.2453488,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20096:00\u202fPM']",Blue Gallery,en,Art Gallery,,,
2970,ChIJycy6F1bF9RQR2SgvIVqkl-o,"['coffee_shop', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",+20 12 00090096,"Mohammed Shafek Ghrbal, Al Azaritah WA Ash Shatebi, Bab Sharqi, Alexandria Governorate 5424050, Egypt",4.2,https://maps.google.com/?cid=16904160433369196761,,113.0,coffee_shop,"Mohammed Shafek Ghrbal, Al Azaritah WA Ash Shatebi, Bab Sharqi",31.2109845,29.919835100000004,"['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u20092:00\u202fAM']",Friends Cafe,en,Coffee Shop,100.0,200.0,
2971,ChIJQxLZe2vD9RQRzkhQQ6B_X58,"['art_gallery', 'point_of_interest', 'establishment']",,"5WW2+XM2, Nazmy Boutros, Al Mesallah Sharq, Al Attarin, Alexandria Governorate 5372022, Egypt",5.0,https://maps.google.com/?cid=11484037901118884046,https://www.facebook.com/AlyMoustafaGallery,1.0,art_gallery,"5WW2+XM2, Nazmy Boutros, Al Mesallah Sharq, Al Attarin",31.1973925,29.9016349,"['Monday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 6:30\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",محل برواز - مصطفى,en,Art Gallery,,,
2972,ChIJp6kq3jVZTxQRiNWnHnehgkY,"['pizza_restaurant', 'fast_food_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",+20 12 22434302,"9 شارع بور سعيد اعلى حلوانى دهب، ميدان الثقافة، Al Kabsh, Sohag 2, Sohag Governorate 82511, Egypt",4.0,https://maps.google.com/?cid=5080800862614836616,,537.0,pizza_restaurant,"ميدان الثقافة، 9 شارع بور سعيد اعلى حلوانى دهب, Sohag 2",26.5559019,31.69528,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fAM']",Pizza Smile,en,Pizza Restaurant,100.0,200.0,PRICE_LEVEL_MODERATE
2973,ChIJP3OO3RLJ9xQRjf2Z_g8d0Qg,"['coffee_shop', 'cafe', 'food_store', 'store', 'food', 'point_of_interest', 'establishment']",+20 10 27794330,"R2F5+JJP, IATD, Sabarbay, Tanta, Gharbia Governorate 6646133, Egypt",4.2,https://maps.google.com/?cid=635320976969170317,,25.0,coffee_shop,"R2F5+JJP, IATD, Sabarbay, Tanta",30.824059,31.008915599999995,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Toronto cafe,en,Coffee Shop,,,
2974,ChIJk0pEUfGd-RQRuBNIKYQ8ABc,"['sushi_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 12 10188880,"68QP+W55، سور الاكاديمية البحرية، Port Fouad City, Port Said Governorate 8587101, Egypt",4.5,https://maps.google.com/?cid=1657391201198281656,https://www.facebook.com/CaviarLoungeEG/?mibextid=ZbWKwL,49.0,sushi_restaurant,"68QP+W55، سور الاكاديمية البحرية, Port Fouad City",31.2397731,32.3354774,"['Monday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20093:00\u202fAM']",Caviar Lounge,en,Sushi Restaurant,,,
2975,ChIJhTQ9wpDE9RQRFLYLkh_alFU,"['cafe', 'food', 'point_of_interest', 'establishment']",+20 12 78000661,"41 ش عصام المصرى متفرع من، Mohammed Fawzi Moaz, Ezbet Saad, Sidi Gaber, Alexandria Governorate 5432052, Egypt",4.0,https://maps.google.com/?cid=6166793618906134036,,1676.0,cafe,"41 ش عصام المصرى متفرع من, Mohammed Fawzi Moaz, Sidi Gaber",31.212397700000004,29.943795200000004,"['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u20092:00\u202fAM']",Smile Cafe,en,Cafe,,,PRICE_LEVEL_MODERATE
2976,ChIJUWngK4RZTxQRcowk97pnjKM,"['restaurant', 'food', 'point_of_interest', 'establishment']",+20 19831521,"HM5Q+RQC, El-Khouly, Sohag 1, Sohag Governorate 1674351, Egypt",3.5,https://maps.google.com/?cid=11784908377629690994,,24.0,restaurant,"HM5Q+RQC, El-Khouly, Sohag 1",26.5595595,31.6893798,"['Monday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20094:00\u202fAM']",مسمط بوحة,en,Restaurant,,,
2977,ChIJZaFcLOnD9RQRRs1HWn6kOew,"['food_store', 'store', 'food', 'point_of_interest', 'establishment']",+20 3 4874705,"20 Salah Salem, Al Mesallah Gharb WA Sharif Basha, Al Attarin, Alexandria Governorate 5372011, Egypt",4.5,https://maps.google.com/?cid=17021817129210989894,http://www.bcs1929.com/,2924.0,food_store,"20 Salah Salem, Al Mesallah Gharb WA Sharif Basha, Al Attarin",31.1962222,29.8978587,"['Monday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']",Brazilian Coffee Stores,en,Food Store,1.0,100.0,PRICE_LEVEL_MODERATE
2978,ChIJO5Rp-pKd-RQRfenDK4wuFqs,"['tourist_attraction', 'point_of_interest', 'establishment']",,"77CQ+98X, Saad Zaghloul, Al Zohour, Port Said Governorate 8562455, Egypt",2.0,https://maps.google.com/?cid=12328092209537870205,,2.0,tourist_attraction,"77CQ+98X, Saad Zaghloul, Al Zohour",31.2709881,32.2883443,,جدارية Breathing Masry,ar,Tourist Attraction,,,
2979,ChIJy7hoWYbD9RQRagO3zVtUBig,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",,"6W39+7GR, Al Azaritah WA Ash Shatebi, Bab Sharqi, Alexandria Governorate 5423020, Egypt",4.0,https://maps.google.com/?cid=2884085364647461738,,148.0,museum,"6W39+7GR, Al Azaritah WA Ash Shatebi, Bab Sharqi",31.2032367,29.9187628,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20095:00\u202fPM']",Ras Soda Temple,en,Museum,,,
2980,ChIJD0ttL-vJ9xQROo0ZH5yWg3A,"['restaurant', 'food', 'point_of_interest', 'establishment']",+20 12 06421110,"R2C4+6WX, Kotor - Tanta, Damat, Kotoor, Gharbia Governorate 6646107, Egypt",3.6,https://maps.google.com/?cid=8107489351477857594,,39.0,restaurant,"R2C4+6WX, Kotor - Tanta, Damat, Kotoor",30.8206088,31.0073494,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20091:00\u202fPM']",ابن حميدو للمأكولات البحرية,en,Restaurant,,,
2981,ChIJFWHGgPsLRRQRWPSykM-Sx2o,"['cafe', 'food', 'point_of_interest', 'establishment']",+20 10 63499132,"Unnamed Road, الحمراء الثانية، قسم ثان أسيوط،، 558V+H49, Al Hamraa Ath Thaneyah, Asyut 1, Assiut Governorate 2070155, Egypt",4.2,https://maps.google.com/?cid=7694279908569314392,,26.0,cafe,"558V+H49، Unnamed Road, الحمراء الثانية، قسم ثان أسيوط،, Asyut 1",27.1664079,31.1928445,,Smoke Cafe,ar,Cafe,,,
2982,ChIJqxTyxNxAWBQRUrfEbfzz-BY,"['italian_restaurant', 'bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",+20 10 80888840,"19 Saray El Gezira St, الزمالك، محافظة القاهرة‬ 11511, Egypt",4.4,https://maps.google.com/?cid=1655341128557573970,http://pier88group.com/,2157.0,italian_restaurant,19 Saray El Gezira St,30.0528982,31.2273871,"['Monday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: 1:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 1:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 1:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 1:00\u202fPM\u2009–\u20091:00\u202fAM']",Pier88 Nile River,en,Italian Restaurant,1000.0,,PRICE_LEVEL_VERY_EXPENSIVE
2983,ChIJZwyGk11BWBQRXDG9IZ_4B5U,"['tourist_attraction', 'point_of_interest', 'establishment']",,"ميدان طلعت حرب ( وسط البلد)، باب اللوق، عابدين، محافظة القاهرة‬،، 26XQ+2CC, Bab Al Louq, Abdeen, Cairo Governorate 4272102, Egypt",4.7,https://maps.google.com/?cid=10738825198837772636,,41.0,tourist_attraction,"26XQ+2CC، ميدان طلعت حرب ( وسط البلد)، باب اللوق، عابدين، محافظة القاهرة‬،, Abdeen",30.0475691,31.238527,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",تمثال طلعت حرب,ar,Tourist Attraction,,,
2984,ChIJD_bP70FZ-BQRchWlEf9klcE,"['restaurant', 'food', 'point_of_interest', 'establishment']",+20 10 91272720,"J7MF+3P6 Bluevarde Hub, Ismailia, Ismailia Governorate 8372101, Egypt",4.4,https://maps.google.com/?cid=13949166467525449074,https://www.facebook.com/AlkhemaAlmalakeya,147.0,restaurant,"J7MF+3P6 Bluevarde Hub, Ismailia",30.632696300000003,32.2744126,"['Monday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20093:00\u202fAM']",الخيمة الملكية للمأكولات البدوية,en,Restaurant,,,
2985,ChIJvTLNtz15WRQRy3Rl__vVpKM,"['coffee_shop', 'cafe', 'food_store', 'store', 'point_of_interest', 'food', 'establishment']",+20 11 16471326,"8R5V+M87, Qesm Al Fayoum, First Al Faiyum, Faiyum Governorate 2931001, Egypt",4.7,https://maps.google.com/?cid=11791785002661147851,https://www.facebook.com/ontheseacafe/,14.0,coffee_shop,"8R5V+M87, Qesm Al Fayoum, First Al Faiyum",29.309165600000004,30.843291800000003,,On the sea cafe,ar,Coffee Shop,,,
2986,ChIJ5daN8QAfVRQRyiPOv2018ek,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"24P5+JF3, Saint Catherine City, Saint Catherine, South Sinai Governorate 8734002, Egypt",5.0,https://maps.google.com/?cid=16857313625710142410,,1.0,restaurant,"24P5+JF3, Saint Catherine City, Saint Catherine",29.0365092,34.1086793,,On the way 2,ar,Restaurant,,,
2987,ChIJ15bBE8r-YRQREXQSz8miywY,"['seafood_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",+20 46 4931214,"963V+W63, Zaher Galal, Mersa Matruh, Marsa Matrouh Governorate 5057012, Egypt",3.7,https://maps.google.com/?cid=489663972146050065,,1044.0,seafood_restaurant,"963V+W63, Zaher Galal, Mersa Matruh",31.354767599999995,27.2430618,"['Monday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Tuesday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Wednesday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Thursday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Friday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Saturday: 1:00\u202fPM\u2009–\u20095:00\u202fAM', 'Sunday: 1:00\u202fPM\u2009–\u20095:00\u202fAM']",Hamo El Temsah Seafood,en,Seafood Restaurant,,,PRICE_LEVEL_EXPENSIVE
2988,ChIJrdYvIwDJThQR-SDHKr-gxrk,"['tourist_attraction', 'point_of_interest', 'establishment']",,"5P48+2CC, Qism Qena, Qena, Qena Governorate 1460334, Egypt",,https://maps.google.com/?cid=13386563685322268921,,,tourist_attraction,"5P48+2CC, Qism Qena, Qena",26.155061,32.7160121,,حاتم ربيع محمود حمدان,ar,Tourist Attraction,,,
2989,ChIJz5YTGyllNhQRMsYKqFXZrdo,"['restaurant', 'food', 'point_of_interest', 'establishment']",+20 11 15543346,"شياخة أولى، قسم أسوان،، Sheyakhah Oula, Aswan, Aswan Governorate 81111, Egypt",4.6,https://maps.google.com/?cid=15757489633153959474,https://www.facebook.com/NubianDreamsCafe?mibextid=kFxxJD,346.0,restaurant,"شياخة أولى، قسم أسوان،, Aswan",24.089391,32.8906208,,Nubian Dreams Restaurant & Cafe,en,Restaurant,100.0,200.0,
2990,ChIJF_TtH7AlVhQRqJJ51DaaBtw,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",,"XH93+3XR, Suez, Suez Governorate 8142120, Egypt",3.0,https://maps.google.com/?cid=15854529098488058536,,6.0,coffee_shop,"XH93+3XR, Suez",29.9676906,32.5548398,,Soho cafe,en,Coffee Shop,,,
2991,ChIJkW3bRW8_WBQR2onGC3pZA-A,"['cafe', 'point_of_interest', 'food', 'establishment']",+20 12 76059808,"3 Abd El-Moneim Hafez, Almazah, Heliopolis, Cairo Governorate 4461130, Egypt",4.4,https://maps.google.com/?cid=16141843870144432602,https://www.instagram.com/viaggioeg/,219.0,cafe,"3 Abd El-Moneim Hafez, Almazah, Heliopolis",30.0843903,31.3414474,"['Monday: 9:00\u202fAM\u2009–\u20091:30\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:30\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:30\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20091:30\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20091:30\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20091:30\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20091:30\u202fAM']",Viaggio,en,Cafe,100.0,200.0,PRICE_LEVEL_MODERATE
2992,ChIJlQSD2Ir_YRQRy45pJaRoJNs,"['restaurant', 'point_of_interest', 'food', 'establishment']",+20 11 44924492,"شارع الثانوية، قسم مرسى مطروح، مطروح،، Mersa Matruh, Marsa Matrouh Governorate 5056522, Egypt",3.8,https://maps.google.com/?cid=15790861247679401675,,292.0,restaurant,شارع الثانوية، قسم مرسى مطروح، مطروح،,31.3520902,27.2446585,"['Monday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20094:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20094:00\u202fAM']",Ibn Surya Restaurant,en,Restaurant,1.0,100.0,PRICE_LEVEL_MODERATE
